gene	pwy	trn	transport	enzyme	BP_GO	Y-ome
G7291	0	1	0	0	1	1
G7230	0	0	0	1	0	0
EG13270	0	0	1	0	1	0
G7082	0	0	0	0	1	1
G6217	0	1	1	0	1	0
EG11180	0	1	1	0	1	0
G6825	0	1	0	0	1	1
EG10751	0	0	1	0	1	0
G6255	0	1	1	0	1	0
G7285	1	0	0	1	1	1
G6688	0	1	0	0	0	1
EG11606	0	0	0	0	1	0
EG50006	1	0	0	1	1	0
G6592	0	0	0	0	0	1
EG10601	0	1	0	0	1	0
G6311	0	0	0	0	1	1
EG10635	0	1	1	0	1	0
EG10777	0	1	0	0	1	0
EG10096	1	1	0	1	1	0
G6148	0	1	0	0	0	1
EG11514	0	1	0	0	0	1
G7624	1	1	0	1	1	0
G6124	0	0	0	0	0	1
EG10778	0	1	0	0	1	0
EG12339	0	1	0	0	1	0
EG12305	0	0	1	0	1	0
EG10044	0	1	0	0	1	1
EG10813	0	0	0	0	0	1
EG10989	0	1	0	0	1	0
G7715	0	0	0	0	0	1
G7363	0	1	0	0	1	1
EG10801	1	1	0	1	1	0
EG11731	0	1	0	0	0	0
EG10045	1	0	0	1	1	0
G7227	0	0	0	0	1	0
G7595	0	1	0	0	1	0
G6942	1	1	0	1	1	0
G6822	0	1	0	0	0	1
EG11390	0	1	0	0	0	0
EG11810	1	1	0	1	1	0
G6683	0	1	0	0	0	1
G6936	0	0	0	0	1	0
EG10582	1	1	0	1	1	0
G6589	0	0	0	0	0	1
G6444	0	1	0	0	1	0
G6308	0	0	0	0	1	0
G6706	0	1	0	0	1	0
G7947	0	1	0	0	1	0
EG11623	1	0	0	1	1	0
G6121	0	0	0	0	1	0
EG11733	0	1	0	0	1	1
EG12203	0	1	0	0	1	0
EG10536	0	1	1	0	1	0
G7656	0	1	0	0	1	0
EG11407	1	1	0	1	1	0
EG11301	0	0	0	0	0	1
EG11431	0	1	0	0	0	1
EG10371	1	1	0	1	1	0
EG10228	0	1	0	0	1	1
G7467	0	0	0	0	1	1
G7379	0	0	0	0	1	1
EG12628	0	1	1	0	1	0
EG11005	1	1	0	1	1	0
G7360	0	1	0	0	0	1
G6273	0	0	0	0	0	0
G7223	0	0	0	0	1	1
EG10133	0	1	0	0	1	0
EG11162	1	0	0	1	0	0
G7627	1	1	0	1	1	0
G6835	0	1	0	0	0	0
EG11889	0	1	0	0	1	1
EG12387	1	1	0	1	1	0
G6819	0	1	0	0	1	1
G7689	0	0	0	0	1	1
EG10990	1	1	0	1	1	0
G6586	0	0	0	0	0	1
G7571	0	1	0	0	1	0
EG10930	1	1	0	1	1	0
G6305	0	0	0	0	1	1
EG11356	0	1	0	0	1	0
EG10046	1	1	0	1	1	0
G0-10584	0	0	0	0	0	1
G6749	0	1	0	0	1	0
G6943	1	1	0	1	1	0
EG12117	0	1	0	0	0	1
EG11257	0	1	0	1	1	0
EG11129	0	0	0	0	0	1
EG12168	0	1	1	0	1	0
G6337	0	0	0	0	1	0
EG10684	0	1	0	0	1	0
EG10708	0	0	1	0	1	0
EG11181	0	1	0	0	0	1
G6940	1	1	0	1	1	0
G7279	0	0	0	0	0	1
G0-9941	0	1	0	0	0	0
G7276	0	0	0	0	0	1
EG11627	0	1	1	0	1	0
G0-9606	0	0	0	0	0	1
G7219	0	0	0	0	1	0
EG10537	0	1	1	0	1	0
G0-9608	0	0	0	0	0	1
G6832	0	0	0	0	0	1
G2002	0	0	0	0	1	1
G0-9581	0	0	0	0	0	1
EG11408	1	1	0	1	1	0
G6697	0	1	0	0	1	1
EG10408	1	1	0	1	1	0
G6676	0	0	0	0	1	1
G0-9611	0	0	0	0	0	1
EG13139	1	1	0	1	1	0
G6582	0	0	0	0	0	1
G0-9603	0	0	0	0	0	1
G6302	0	0	0	0	1	1
EG11149	0	0	0	0	1	0
EG10535	0	0	0	0	1	0
G6133	0	0	0	0	0	0
EG10248	0	1	1	0	1	0
EG11260	0	1	0	0	0	1
EG12407	1	1	0	1	1	0
G0-10436	0	0	0	0	1	1
G7579	0	1	0	1	0	0
EG11900	0	0	0	0	1	0
EG10992	0	1	0	0	1	0
EG11210	0	1	0	0	1	0
EG10092	1	1	0	1	1	0
G7370	0	0	0	0	0	1
EG10988	0	1	0	0	1	0
G7394	1	1	0	1	1	0
G7273	0	0	0	0	0	1
EG12854	0	1	0	0	1	0
G7086	0	0	0	0	0	0
EG12304	0	0	1	0	1	0
G7823	0	0	0	0	1	1
EG10964	1	1	0	1	1	0
G6829	0	0	0	0	1	1
EG10776	0	1	0	0	1	0
G6941	1	1	0	1	1	0
G6693	0	0	0	0	1	0
EG11682	0	1	0	0	1	0
G6597	0	0	0	0	0	1
EG11795	0	1	0	0	1	0
EG10255	0	1	0	0	1	0
G6315	0	0	0	0	0	0
G6378	0	0	1	0	1	0
G6550	0	0	0	1	1	0
EG11442	1	1	0	1	1	0
G6152	0	0	0	0	1	1
EG11238	0	0	0	0	0	1
EG10512	1	1	0	1	1	0
G6129	0	0	0	0	1	1
G6116	0	1	0	0	1	0
EG12877	0	0	0	0	0	1
EG13161	0	1	0	0	1	0
EG11018	0	1	0	0	1	0
EG11276	0	1	0	0	1	1
EG11740	0	0	0	0	1	1
G0-10473	0	0	0	0	1	0
EG10249	1	1	0	1	1	0
EG10507	0	1	0	0	1	1
G7851	0	1	0	0	0	0
G7367	0	0	0	0	1	1
EG12627	0	1	1	0	1	0
EG11835	0	0	0	0	1	0
EG10993	1	1	0	1	1	0
G7231	0	0	0	0	1	1
EG10149	0	1	0	0	1	0
G6200	1	1	0	1	1	0
G7083	0	0	0	0	0	1
G6301	0	0	0	0	0	1
G6826	0	0	0	0	0	1
EG10280	0	1	1	0	1	0
EG11034	0	1	0	0	1	0
G7213	1	1	0	1	1	0
G6689	0	0	0	0	0	0
G0-10617	0	1	0	0	1	1
G36	0	1	0	1	1	0
G6593	0	0	0	0	1	1
EG10987	0	1	0	0	1	0
G6922	0	0	0	0	0	1
G6312	0	1	0	0	1	1
EG12314	0	0	0	0	1	0
G6149	0	0	0	0	1	1
EG11672	1	1	0	1	1	0
EG10170	0	1	0	1	1	0
G6125	0	0	0	0	0	1
EG11668	1	0	0	0	1	0
G7836	0	0	0	1	1	0
EG11634	0	1	0	0	0	0
G6201	0	1	0	0	1	0
EG11211	0	0	0	1	1	0
G7899	0	0	0	0	0	1
EG10281	0	1	0	0	1	0
G6117	0	1	0	0	1	0
EG10278	1	1	0	1	1	0
G7364	0	0	0	0	0	1
G7572	0	1	0	0	1	0
M011	1	1	0	1	1	0
G7228	0	0	0	0	0	1
G7602	0	1	0	0	1	0
G6105	1	1	0	1	1	0
G7080	0	1	0	0	0	0
G6923	0	0	0	0	0	1
G6684	0	1	0	0	1	1
G6209	0	1	0	0	1	0
EG12357	1	0	0	1	1	0
G6590	0	0	0	0	0	1
EG12712	1	1	0	1	1	0
G6309	0	0	0	0	1	1
G6920	0	0	0	0	1	1
G7243	1	1	0	1	1	0
EG11669	1	1	0	1	1	1
G6122	0	0	0	0	1	1
EG11734	0	1	0	0	0	1
EG12205	0	0	0	0	1	1
G6206	0	1	1	0	1	0
EG11811	0	1	0	0	1	0
EG10279	1	1	0	1	1	0
EG11302	0	0	0	0	0	1
EG11320	0	0	0	0	1	0
G6195	0	1	0	0	1	0
G7380	0	0	0	0	1	1
G7137	0	1	0	0	1	0
G7212	1	1	0	1	1	0
G7361	0	0	0	0	0	1
EG12094	0	1	0	0	1	0
EG12432	1	0	0	1	1	1
G7225	0	0	0	0	1	0
G6494	0	1	0	0	1	0
G6921	0	0	0	0	1	1
G6820	0	1	0	0	0	1
EG10510	0	1	0	0	1	0
EG11670	1	1	0	1	1	0
G6681	0	1	0	0	1	1
EG11153	0	1	0	0	1	0
G6244	1	1	0	1	1	0
G6587	0	0	0	0	0	1
EG11016	0	1	0	0	0	1
EG11530	1	1	0	1	1	0
G6140	0	1	0	1	1	0
EG12048	0	0	0	0	0	1
G7920	0	1	0	1	1	0
EG12154	0	0	0	0	0	1
G6493	0	0	0	0	1	1
G7463	0	1	0	1	1	0
EG11130	0	1	0	0	1	0
EG11113	0	1	0	0	1	0
G6719	1	1	0	1	1	0
EG10737	0	0	0	1	1	0
EG12121	0	1	0	0	1	0
G6278	1	1	0	1	1	0
G7377	0	0	0	0	0	1
EG11782	0	0	0	0	1	0
EG20049	1	1	0	1	1	0
G7280	0	1	0	0	0	1
G7176	0	0	0	0	1	0
EG12415	1	1	1	0	1	0
G7220	0	0	0	1	0	0
EG10530	0	1	0	0	1	0
G6833	0	1	0	0	0	1
EG12148	0	1	1	0	1	0
EG10548	1	0	0	1	1	0
EG11868	1	1	0	1	1	0
G6698	0	1	0	0	1	1
EG10300	0	0	0	0	1	0
G6677	0	0	0	0	1	1
EG11448	1	1	0	1	1	0
G7539	0	0	0	0	1	1
EG11175	1	1	0	1	1	0
G6583	0	0	0	0	0	1
EG10346	0	0	0	0	1	0
G6134	0	0	0	0	1	0
EG10969	0	1	1	0	1	0
G7586	0	0	0	0	1	1
G0-10449	0	0	0	0	1	1
EG10656	0	1	0	0	0	1
G6333	0	1	0	1	1	0
EG10573	0	0	0	1	1	0
EG10562	0	1	0	0	1	0
EG12194	0	1	0	0	0	0
G7372	0	0	0	0	0	1
EG10522	0	1	1	0	1	0
EG11003	0	0	0	1	1	0
EG10348	1	1	0	1	1	0
G7277	0	0	0	0	0	1
G6268	0	0	0	0	1	0
EG10114	0	1	0	1	1	0
G7274	0	0	0	0	0	1
EG12143	0	1	0	0	1	0
EG10024	1	1	0	1	1	0
G7119	0	0	0	0	0	1
EG10757	0	1	0	1	1	0
M015	1	1	0	1	1	0
G6830	0	0	0	0	1	1
EG10461	0	1	0	0	1	0
G7893	1	1	0	1	1	0
G6695	0	1	0	0	0	1
G7055	0	1	0	1	1	0
G7445	1	1	0	1	1	0
G6598	0	0	0	0	0	1
G6160	0	0	0	0	0	1
G6715	1	1	0	1	1	0
G6317	0	0	0	0	0	0
EG12130	0	0	0	0	1	0
G6198	1	1	0	1	1	0
G6300	0	1	0	0	1	1
EG10310	0	1	0	0	1	0
EG11783	0	1	0	0	1	0
EG13235	0	1	1	0	1	0
G7866	0	1	0	0	1	0
EG12316	1	1	0	1	1	0
G7916	0	0	0	0	0	1
G198	0	0	0	1	1	0
G7368	0	0	0	0	0	1
EG12100	1	1	0	1	1	0
EG10674	0	1	1	0	1	0
G7232	0	0	0	0	0	1
EG11864	0	0	0	0	1	1
G6386	0	0	0	0	1	1
EG11427	1	0	0	1	1	0
G7084	0	0	0	0	1	0
EG12352	0	1	0	1	0	0
EG11075	1	1	0	1	1	0
G6827	0	0	0	0	1	1
EG11297	1	1	0	1	1	0
G6691	0	0	0	0	0	0
EG10842	0	1	0	0	1	0
EG10600	0	1	0	0	1	0
G6594	0	0	0	0	0	1
EG10594	0	1	1	0	1	0
G7638	0	0	0	0	1	1
EG10559	0	1	0	0	1	1
G6313	0	1	0	0	0	1
G6353	0	0	0	0	0	1
EG10380	1	1	0	1	1	0
G6150	0	0	0	0	0	1
EG12195	0	1	0	0	1	0
EG10256	1	1	0	1	1	0
G6127	0	0	0	0	0	1
EG11070	0	1	0	0	1	0
EG10085	0	1	0	1	1	0
EG11635	0	0	0	0	0	1
EG10090	0	1	0	0	1	1
M012	1	1	0	1	1	0
G7229	0	0	0	0	1	1
G6291	0	0	0	0	1	1
G7858	1	1	0	1	1	0
G7081	0	0	0	0	0	1
EG10758	0	1	0	1	1	0
G7334	1	1	0	1	1	0
G6824	0	0	0	0	0	1
G7207	0	0	0	0	1	1
G6712	0	1	0	0	1	1
G6685	0	1	0	0	0	0
G6163	0	0	0	0	0	1
G6591	0	0	0	0	0	1
G6141	0	1	0	1	1	0
EG11803	0	1	0	0	1	1
EG12768	1	1	0	1	1	0
G6310	0	0	0	1	1	0
EG10689	0	0	0	1	1	0
EG12287	1	1	0	1	1	0
G6147	0	0	0	0	1	0
EG10416	0	1	0	0	1	0
G6123	0	0	0	0	0	1
EG11965	0	1	0	0	1	0
G6787	0	1	0	0	1	1
EG11846	1	1	0	1	1	0
EG12338	0	1	0	0	1	1
G6104	0	1	0	0	1	0
EG11303	0	1	0	0	1	1
EG11330	0	1	1	0	1	0
EG11570	0	0	0	0	0	0
EG11065	1	1	0	1	1	0
EG10779	0	1	0	0	1	1
G7816	0	1	0	0	0	0
EG10817	1	1	0	1	1	0
G7381	0	0	0	0	0	1
G6481	0	0	0	0	1	1
G7362	0	0	0	0	1	1
EG10578	0	1	1	0	1	0
EG12394	0	1	0	0	1	0
EG10229	0	0	0	0	1	1
EG10556	0	1	1	0	1	0
EG10240	0	0	0	0	1	0
EG11346	0	1	0	0	1	0
EG10365	0	1	0	0	1	0
G7716	0	0	0	1	1	0
EG10252	0	1	0	0	1	0
EG10322	0	1	0	0	1	0
G6356	0	0	0	0	1	1
EG11347	0	1	0	0	1	0
EG10058	0	1	1	0	1	0
EG12200	0	0	0	0	1	1
M004	1	0	0	1	1	0
EG11123	0	0	0	0	0	1
EG11973	0	1	0	0	1	1
G7726	1	1	0	1	1	0
G7320	0	0	0	0	1	0
EG11080	0	0	0	1	1	0
EG11011	0	0	0	0	1	0
G7249	0	0	0	0	1	1
G7531	0	0	0	0	1	1
G6709	1	1	0	1	1	0
EG10658	0	0	0	0	1	0
G6293	0	0	0	0	1	1
EG10167	0	1	0	0	1	0
EG20253	0	1	0	0	1	0
EG12193	0	1	0	0	1	0
EG12137	0	1	0	0	1	0
EG12738	0	1	1	0	1	0
EG10985	0	0	0	1	1	0
EG12279	1	1	0	1	0	0
EG11739	0	1	0	0	0	1
G6242	0	1	0	0	1	0
EG10598	0	0	0	0	1	0
EG11958	0	1	1	0	1	0
EG10741	0	0	0	0	1	1
EG11827	1	1	0	1	1	0
G6361	0	1	0	0	0	1
EG10455	0	1	0	0	1	0
EG11914	0	0	0	1	1	0
EG11313	0	1	1	0	1	0
G6939	0	1	0	0	1	0
G7655	0	1	0	0	1	1
EG11053	0	0	0	0	1	0
G6154	0	0	0	0	0	0
EG10042	0	1	0	0	1	1
EG10814	0	1	1	0	1	0
EG11663	0	0	0	1	1	0
EG12017	0	0	0	0	0	1
EG10569	0	1	1	0	1	0
G7865	0	1	0	1	1	0
EG11798	0	1	0	0	1	1
EG10362	1	1	0	1	1	0
G6541	0	0	0	0	1	0
EG10144	1	1	0	1	1	0
G7617	0	0	0	0	0	1
EG12397	0	0	0	0	1	1
EG10055	1	1	0	1	1	0
EG11183	0	0	0	0	1	0
EG11433	0	1	0	0	1	0
G81	1	1	0	1	1	0
EG10339	0	1	0	0	1	0
EG10241	0	0	0	0	1	0
G7631	1	1	0	1	1	0
G7832	0	1	0	0	0	1
G7744	0	0	0	0	1	0
EG11266	0	1	0	1	1	0
G6867	0	1	0	0	1	0
G6357	0	0	0	0	1	1
G6626	1	1	0	1	1	0
G7589	0	0	0	0	1	1
EG12311	0	0	0	0	1	0
EG20248	1	1	0	1	1	0
G6863	0	1	0	0	0	1
EG11989	0	0	0	0	1	1
G0-10594	1	0	0	1	1	1
EG12458	0	1	1	0	1	0
EG10599	0	1	0	0	1	0
EG12272	1	0	0	1	1	0
EG11007	0	0	0	0	1	0
G7011	0	0	0	1	1	0
G7113	0	1	1	0	1	0
EG11912	0	0	0	0	1	1
EG12385	1	1	0	0	1	0
EG11698	1	1	0	1	1	0
EG12217	0	1	0	0	1	0
EG10851	0	0	0	1	1	0
G7258	0	1	0	0	1	0
EG11230	0	1	0	0	1	0
G812	0	1	0	0	1	0
G6093	0	0	0	0	1	0
EG10974	0	1	0	0	1	0
EG12147	0	0	0	0	1	0
G7618	0	1	0	0	0	1
EG10787	0	1	1	0	1	0
EG10151	0	1	0	0	1	0
EG11186	0	0	0	0	1	1
EG10566	1	1	0	1	1	0
G7510	0	0	0	0	1	0
EG10527	1	1	0	1	1	0
G6435	0	0	0	0	1	0
G7352	0	0	0	0	1	0
EG10352	0	1	1	0	1	0
EG10730	1	1	0	1	1	0
G6418	0	0	0	1	1	0
EG10141	0	1	1	0	1	0
EG10146	1	1	0	0	1	0
G6320	0	1	1	0	1	0
EG10052	1	1	0	1	1	0
G7402	0	1	0	0	1	0
G7945	1	1	0	1	1	0
EG10344	0	1	0	0	1	0
G6344	1	1	0	1	1	0
EG12442	0	1	0	0	0	1
G7542	0	1	1	0	1	0
EG10570	0	1	0	0	1	0
G7337	0	0	0	0	0	1
G6720	0	1	0	0	1	0
EG11667	1	0	0	1	1	0
G6283	1	1	0	1	1	0
EG11132	0	1	0	0	1	0
EG10669	0	1	0	0	1	0
EG20051	1	1	0	1	1	0
G7111	0	0	0	1	0	0
G6508	0	1	0	0	0	1
EG12416	1	1	1	0	0	0
G7056	1	0	0	1	1	0
G6265	0	0	0	0	0	1
EG12152	1	1	0	1	1	0
EG12424	0	1	0	1	1	0
G0-8892	0	1	0	0	1	0
EG11869	0	1	1	0	1	0
EG11610	1	1	0	1	1	0
EG10169	0	1	0	0	1	1
EG11561	0	1	1	0	1	0
EG10852	0	1	0	1	1	0
EG11176	1	1	0	1	1	0
EG11613	0	1	0	1	1	0
EG12270	0	0	0	1	1	1
EG10970	0	1	1	0	1	0
EG11497	0	0	0	0	1	0
G7559	0	0	0	0	0	1
EG10699	1	1	0	1	1	0
EG10163	1	1	0	1	1	0
G7310	0	0	0	0	1	1
EG10563	0	1	1	0	1	0
G6468	0	0	0	1	1	0
EG11010	0	0	0	0	1	0
EG10524	0	1	0	1	1	0
EG12007	1	0	0	1	1	0
EG10349	1	1	0	1	1	0
G6975	0	0	0	0	0	1
EG11430	0	0	0	1	1	0
EG10602	0	1	0	0	1	0
EG10115	0	1	1	0	1	0
EG10732	1	1	0	0	1	0
EG10025	1	1	0	1	1	0
G6404	0	1	0	0	0	1
EG10147	1	1	0	1	1	0
G7910	0	1	0	1	1	0
G7414	0	1	0	0	1	0
EG10397	0	1	0	0	1	0
G7446	0	1	0	0	1	1
G6345	1	1	0	1	1	0
EG12231	0	1	0	0	1	1
G6716	1	1	0	1	1	0
EG11826	0	0	0	1	1	0
EG11665	1	1	0	1	1	0
G6199	1	1	0	1	1	0
EG11367	1	0	0	1	1	0
EG13236	1	1	0	1	1	0
EG10597	0	0	0	0	1	0
EG10062	1	1	0	1	1	0
EG12399	1	1	0	1	1	0
EG11637	0	0	0	0	0	1
G7345	1	0	0	1	1	0
EG12133	0	0	0	1	0	1
EG10952	0	1	0	0	1	0
G6318	1	1	0	1	1	0
EG11866	1	1	0	1	1	0
EG11207	0	0	0	1	1	1
EG12709	0	0	0	0	0	1
EG11443	1	1	0	1	1	0
EG10488	0	0	0	0	1	0
EG12315	0	1	0	0	0	1
EG11076	0	1	1	0	1	0
G7201	0	0	0	1	1	0
G7933	0	1	0	0	0	1
EG10843	0	1	0	0	1	0
EG12449	0	1	0	1	1	0
G7028	0	1	0	0	1	0
EG10615	0	1	1	0	1	0
EG11614	1	0	0	1	1	0
EG10560	1	1	0	1	1	0
EG10345	0	0	0	0	1	0
EG10853	0	0	0	0	1	0
EG10381	1	1	0	1	1	0
EG11886	0	0	0	0	1	0
G6969	0	1	0	1	1	0
EG10282	1	1	0	1	1	0
EG12360	0	1	0	0	1	0
EG11499	0	1	0	0	0	1
EG10086	0	1	1	0	1	0
EG10850	0	0	0	1	1	0
G7849	0	0	0	0	0	1
EG10006	0	1	1	0	1	0
EG10269	1	1	0	1	1	0
EG10462	0	1	0	0	1	0
M013	1	1	0	1	1	0
G7953	0	0	0	0	0	1
G7210	0	1	0	0	1	1
G7891	0	1	0	0	1	0
G6503	0	0	0	1	1	0
G7335	1	1	0	1	1	0
EG12328	0	1	0	0	1	1
EG11440	0	0	0	1	1	0
G6713	1	1	0	1	1	0
G7204	0	1	0	0	1	1
EG10148	0	1	0	1	1	0
G6143	0	0	0	0	1	1
G7415	0	1	0	1	1	0
EG12107	0	1	0	0	1	1
EG12957	1	1	0	1	1	0
EG11831	0	1	0	1	1	0
EG11987	0	0	0	0	1	1
EG12292	0	1	0	1	1	0
EG11393	1	1	0	1	1	0
G6483	0	1	0	0	1	1
EG12013	0	1	0	1	1	0
G7350	0	1	0	1	1	0
EG11847	1	1	0	1	1	0
EG11156	0	1	0	0	1	1
G6340	1	1	0	1	1	0
EG11387	0	0	0	1	1	0
G6164	0	1	0	0	0	1
EG11233	1	1	0	0	1	0
EG11066	1	1	0	1	1	0
EG10313	0	1	0	0	1	0
EG10516	1	0	0	1	1	0
EG10818	1	1	0	1	1	0
G7211	0	0	0	0	1	0
G7637	0	1	0	0	1	1
EG10592	0	1	1	0	1	0
EG12658	1	1	0	1	1	0
EG12359	0	0	0	0	1	1
EG10557	0	1	0	0	1	0
EG11617	1	1	0	1	1	0
G7205	0	0	0	0	1	1
EG10366	1	1	0	1	1	0
G7109	0	0	0	0	1	1
EG10253	0	1	0	0	0	1
EG12325	0	0	0	0	1	1
G0-10465	0	0	0	0	1	0
G6793	0	0	0	0	1	1
EG10059	0	1	1	0	1	0
EG12343	0	0	0	0	1	0
M009	1	1	0	1	1	0
EG11990	0	1	0	0	1	1
EG11036	0	0	0	0	1	0
G7789	0	1	0	0	1	1
EG10908	0	1	0	0	1	0
G6484	0	1	0	0	1	1
G7264	0	1	1	0	1	0
EG10885	0	0	0	0	1	0
EG11678	0	1	0	0	1	1
G6710	1	1	0	1	1	1
EG10869	0	1	0	0	1	0
G6290	0	0	0	0	1	1
G495	0	0	0	1	1	0
EG10230	0	1	0	0	1	0
EG10314	0	1	0	0	1	0
EG12739	0	1	0	0	1	0
EG50001	0	1	0	0	1	0
EG12284	1	1	0	1	1	0
G7640	0	0	0	0	1	1
EG12099	0	0	0	0	1	0
EG12363	0	1	0	0	1	1
EG11959	0	1	1	0	1	0
EG10941	1	0	0	1	1	0
EG11843	1	1	0	1	1	0
EG10905	0	1	0	0	1	0
EG11316	0	1	0	1	1	0
EG10882	0	1	0	0	1	0
G7206	0	0	0	0	1	1
EG11054	0	1	1	0	1	0
EG10866	0	1	0	0	1	0
EG12327	0	1	0	0	1	1
EG10815	0	1	1	0	1	0
EG11508	0	1	0	0	1	0
EG10308	0	1	0	0	1	0
EG10363	1	1	0	1	1	0
EG10918	0	1	0	0	1	0
G6794	0	0	0	0	1	1
EG10161	1	0	0	1	1	0
EG10902	0	1	0	0	1	0
EG12081	0	1	0	0	0	1
EG10056	0	1	1	0	1	0
EG10879	0	1	0	0	1	0
G6485	0	1	0	0	1	1
G8210	0	1	1	0	1	0
EG10785	0	0	0	0	1	0
G7723	1	1	0	1	1	0
EG11232	0	0	0	0	1	0
EG11974	0	1	0	0	1	1
G6986	1	0	0	1	1	0
EG10915	0	1	0	0	1	0
G6480	0	1	0	0	1	0
G6627	1	1	0	1	1	0
EG10892	0	1	0	0	1	0
EG12388	0	0	0	0	1	1
EG20249	0	1	0	0	1	0
EG10876	0	0	0	0	1	0
EG12522	1	1	0	1	1	0
EG12794	0	1	0	0	1	0
EG10529	0	1	0	1	1	0
G7841	0	1	0	1	1	0
EG12275	0	1	1	0	1	0
EG10912	0	0	0	0	1	0
EG11956	1	0	0	1	1	0
EG10215	0	1	0	0	1	0
EG10889	0	0	0	0	1	0
EG11708	0	0	0	0	1	1
EG10873	0	0	0	0	1	0
EG10437	0	1	0	1	1	0
EG11258	0	1	1	0	1	0
EG10504	0	0	0	0	1	0
G7319	0	0	0	1	1	0
EG11051	1	1	0	0	1	0
EG12354	0	1	0	0	1	0
EG11179	0	1	0	0	1	0
EG10788	0	1	0	0	1	0
EG11037	0	1	0	0	1	0
EG10975	0	0	0	0	1	0
EG10567	0	1	1	0	1	0
EG10886	0	1	0	0	1	0
EG10543	1	1	0	1	1	0
EG10210	0	0	0	1	1	0
EG10870	0	1	0	0	1	0
EG11353	1	0	0	1	1	0
EG10353	0	1	0	0	1	0
EG10335	0	0	0	0	1	0
EG10142	0	1	1	0	1	0
EG50002	0	1	0	0	1	0
EG11424	0	0	0	1	1	0
EG10053	1	1	0	1	1	0
EG12114	0	1	0	0	1	0
EG11351	1	0	0	1	1	0
G7948	0	1	0	0	1	0
EG10942	0	0	0	1	1	0
EG11455	1	1	0	1	1	0
G7546	0	1	0	0	1	0
EG10906	0	0	0	0	1	0
G6721	0	1	0	1	1	0
EG12274	0	1	0	0	1	0
EG10883	0	1	0	0	1	0
EG11352	1	0	0	1	1	0
G6338	0	0	1	0	1	0
EG11681	0	1	0	0	1	0
EG20080	1	1	0	1	1	0
EG10919	0	0	0	0	1	0
EG12417	1	1	0	1	1	0
EG10903	0	0	0	0	1	0
EG12245	1	0	0	1	1	0
EG10880	0	1	0	0	1	0
EG11906	0	0	0	0	1	1
EG10916	0	1	0	0	1	0
EG11648	1	1	0	1	1	0
EG10900	0	0	0	0	1	0
EG11221	1	1	0	1	1	0
EG10877	0	1	0	0	1	0
EG10971	1	1	0	1	1	0
EG10761	0	1	0	0	1	0
EG11151	0	1	0	0	1	0
EG10564	1	1	0	1	1	0
EG10913	0	0	0	0	1	0
EG10525	0	1	0	0	1	0
EG10890	0	0	0	0	1	0
EG10350	1	1	0	1	1	0
EG10874	0	1	0	0	1	0
EG10116	0	1	0	0	1	0
EG10505	0	1	0	0	1	0
EG10027	1	1	0	1	1	0
EG12903	0	0	0	0	0	1
G7919	0	1	0	1	1	0
EG11087	0	0	0	0	1	0
G7447	0	1	1	0	1	1
EG10910	0	0	0	0	1	0
G6718	1	1	0	1	1	0
EG10887	0	1	0	0	1	0
G6205	1	1	0	1	1	0
EG10871	0	0	0	0	1	0
EG20044	0	1	1	0	1	0
EG10360	0	0	0	0	1	0
EG12414	1	1	1	0	1	0
EG50004	0	1	0	0	1	0
EG12144	1	1	0	1	1	0
EG12223	0	0	0	0	1	0
EG11867	1	1	0	1	1	0
EG11033	0	0	0	0	1	0
EG11101	0	0	0	1	1	0
EG10884	0	0	0	0	1	0
EG10949	0	1	0	0	1	1
EG10868	0	0	0	0	1	0
EG10616	1	1	0	1	1	0
EG10920	0	1	0	0	1	0
EG10561	1	1	0	1	1	0
EG10904	0	0	0	0	1	0
EG10411	1	1	0	1	1	0
EG10865	0	1	0	0	1	0
EG10336	0	1	1	0	1	0
EG11255	0	0	0	0	1	0
EG10087	0	0	0	0	1	0
EG10917	0	1	0	0	1	0
EG10016	1	1	0	1	1	0
EG10901	0	0	0	0	1	0
M014	1	1	0	1	1	0
EG10878	0	0	0	0	1	0
G7892	1	1	0	1	1	0
EG10762	0	0	0	0	1	0
G7336	1	1	0	1	1	0
EG11231	0	1	0	0	1	0
G6714	1	1	0	1	1	0
EG10914	0	1	0	0	1	0
G6196	1	1	0	1	1	0
EG10891	0	0	0	0	1	0
EG13159	0	1	1	0	1	0
EG10875	0	0	0	0	1	0
EG12296	1	1	0	1	1	0
EG10506	0	1	0	0	1	0
EG12034	0	0	1	0	1	0
G6362	0	0	0	0	1	0
EG11848	1	1	0	1	1	0
EG11128	0	0	0	0	1	1
EG11402	1	1	0	1	1	0
EG10911	0	0	0	0	1	0
EG11074	1	1	0	1	1	0
EG10888	0	0	0	0	1	0
EG10819	0	1	0	0	1	0
EG10872	0	0	0	0	1	0
EG10593	0	1	1	0	1	0
EG10443	0	1	0	0	1	0
EG10558	0	1	1	0	1	0
EG10492	1	0	0	1	1	0
EG10369	1	1	0	1	0	0
EG11067	1	0	0	1	1	0
EG10254	0	0	0	0	1	0
EG10409	1	0	0	1	1	0
EG10060	0	1	0	0	1	1
EG11001	1	1	0	1	1	0
M010	1	1	0	1	1	0
EG10196	1	1	0	1	1	0
G7821	0	1	0	0	1	0
EG10770	1	0	0	1	1	0
G7331	0	1	0	0	1	0
EG10071	1	1	0	1	1	0
G6711	1	1	0	1	1	0
EG10586	1	0	0	1	1	0
G6094	1	1	0	1	1	0
EG10532	1	0	0	1	1	0
